case_number,judge,date_filed,date_reopened,date_terminated,NOS,IsProse,group,is_prose,statistical_year
3:19-cv-00520-wmc,wmc,2019-06-24,,2019-09-19,480,n,Other Statutes,counseled,2019
3:19-cv-00521-wmc,wmc,2019-06-24,,2019-07-02,550,y,Prisoner Petitions,pro se,2019
3:19-cv-00523-jdp,jdp,2019-06-25,,2020-01-14,220,n,Real Property,counseled,2019
3:19-cv-00524-jdp,jdp,2019-06-25,,2019-08-21,550,y,Prisoner Petitions,pro se,2019
3:19-cv-00525-jdp,jdp,2019-06-25,,2019-08-21,550,y,Prisoner Petitions,pro se,2019
3:19-cv-00526-jdp,jdp,2019-06-26,,2020-03-31,710,n,Labor,counseled,2019
3:19-cv-00527-wmc,wmc,2019-06-26,,2019-11-27,190,n,Contract,counseled,2019
3:19-cv-00528-wmc,wmc,2019-06-26,,2022-09-09,550,y,Prisoner Petitions,pro se,2019
3:19-cv-00529-wmc,wmc,2019-06-26,,2023-03-15,550,y,Prisoner Petitions,pro se,2019
3:19-cv-00514-jdp,jdp,2019-06-26,,2020-06-30,440,y,Civil Rights,pro se,2019
3:19-cv-00515-jdp,jdp,2019-06-26,,2020-11-12,440,y,Civil Rights,pro se,2019
3:19-cv-00516-jdp,jdp,2019-06-26,,2020-07-23,440,y,Civil Rights,pro se,2019
3:19-cv-00517-jdp,jdp,2019-06-26,,2020-07-23,440,y,Civil Rights,pro se,2019
3:19-cv-00518-jdp,jdp,2019-06-26,,2020-11-12,440,y,Civil Rights,pro se,2019
3:19-cv-00519-jdp,jdp,2019-06-26,,2020-01-08,440,y,Civil Rights,pro se,2019
3:19-cv-00530-bbc,bbc,2019-06-27,,2019-07-18,550,y,Prisoner Petitions,pro se,2019
3:19-cv-00531-jdp,jdp,2019-06-27,,2020-03-11,864,n,Social Security,counseled,2019
3:19-cv-00532-wmc,wmc,2019-06-27,,2021-06-30,530,y,Habeas Corpus,pro se,2019
3:19-cv-00533-wmc,wmc,2019-06-27,,2020-05-27,864,n,Social Security,counseled,2019
3:19-cv-00534-jdp,jdp,2019-06-28,,2019-08-12,550,y,Prisoner Petitions,pro se,2019
3:19-cv-00535-wmc,wmc,2019-06-28,,2020-08-21,360,n,Torts/Personal Injury,counseled,2019
3:19-cv-00536-wmc,wmc,2019-07-01,,2022-06-03,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00537-bbc,bbc,2019-07-01,,2020-07-15,864,n,Social Security,counseled,2020
3:19-cv-00538-wmc,wmc,2019-07-01,,2019-12-30,864,n,Social Security,counseled,2020
3:19-cv-00539-jdp,jdp,2019-07-01,,2020-06-22,864,n,Social Security,counseled,2020
3:19-cv-00540-bbc,bbc,2019-07-01,,2020-05-18,864,n,Social Security,counseled,2020
3:19-cv-00541-bbc,bbc,2019-07-01,,2019-08-12,530,y,Habeas Corpus,pro se,2020
3:19-cv-00542-wmc,wmc,2019-07-02,,2022-11-21,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00544-wmc,wmc,2019-07-03,,,530,y,Habeas Corpus,pro se,2020
3:19-cv-00543-bbc,bbc,2019-07-03,,2021-05-28,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00545-wmc,wmc,2019-07-03,,2020-08-18,367,n,Torts/Personal Injury,counseled,2020
3:19-cv-00522-wmc,wmc,2019-07-03,,2020-12-16,480,n,Other Statutes,counseled,2020
3:19-cv-00546-jdp,jdp,2019-07-05,,2021-03-04,864,n,Social Security,counseled,2020
3:19-cv-00547-jdp,jdp,2019-07-07,,2021-03-08,820,n,Intellectual Property Rights,counseled,2020
3:19-cv-00548-wmc,wmc,2019-07-08,,2019-12-17,863,n,Social Security,counseled,2020
3:19-cv-00549-jdp,jdp,2019-07-08,,2020-04-06,110,n,Contract,counseled,2020
3:19-cv-00550-bbc,bbc,2019-07-08,,2020-04-15,863,n,Social Security,counseled,2020
3:19-cv-00552-jdp,jdp,2019-07-08,,2020-08-26,840,n,Intellectual Property Rights,counseled,2020
3:19-cv-00551-wmc,wmc,2019-07-08,,2019-08-12,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00553-jdp,jdp,2019-07-08,,2020-07-07,110,n,Contract,counseled,2020
3:19-cv-00554-wmc,wmc,2019-07-08,,2019-10-28,190,n,Contract,counseled,2020
3:19-cv-00555-wmc,wmc,2019-07-08,,2019-10-15,440,n,Civil Rights,counseled,2020
3:19-cv-00556-bbc,bbc,2019-07-09,,2020-02-28,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00557-wmc,wmc,2019-07-09,,,550,y,Prisoner Petitions,pro se,2020
19-558,wmc,2019-07-10,,,440,n,Civil Rights,counseled,2020
3:19-cv-00559-jdp,jdp,2019-07-10,,2019-12-30,864,n,Social Security,counseled,2020
3:19-cv-00560-wmc,wmc,2019-07-10,,2020-04-29,864,n,Social Security,counseled,2020
3:19-cv-00561-jdp,jdp,2019-07-10,,2019-10-09,791,n,Labor,counseled,2020
3:19-cv-00562-wmc,wmc,2019-07-10,,2019-12-09,442,n,Civil Rights,counseled,2020
3:19-cv-00563-wmc,wmc,2019-07-10,,2021-04-12,442,n,Civil Rights,counseled,2020
3:19-cv-00564-wmc,wmc,2019-07-11,,2019-08-23,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00565-jdp,jdp,2019-07-11,,2019-10-22,480,n,Other Statutes,counseled,2020
3:19-cv-00566-wmc,wmc,2019-07-11,,2019-09-16,530,y,Habeas Corpus,pro se,2020
3:19-cv-00567-wmc,wmc,2019-07-11,,2020-05-15,190,n,Contract,counseled,2020
3:19-cv-00568-wmc,wmc,2019-07-11,,2023-02-15,110,n,Contract,counseled,2020
3:19-cv-00571-bbc,bbc,2019-07-12,,2019-08-28,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00569-bbc,bbc,2019-07-12,,2019-08-26,440,y,Civil Rights,pro se,2020
3:19-cv-00570-bbc,bbc,2019-07-12,,2019-08-26,110,y,Contract,pro se,2020
3:19-cv-00572-slc,slc,2019-07-12,,2021-06-08,440,n,Civil Rights,counseled,2020
3:19-cv-00573-wmc,wmc,2019-07-12,,2019-10-28,840,n,Intellectual Property Rights,counseled,2020
3:19-cv-00574-wmc,wmc,2019-07-15,,2021-03-05,440,n,Civil Rights,counseled,2020
3:19-cv-00575-wmc,wmc,2019-07-15,,2022-12-02,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00576-wmc,wmc,2019-07-15,,2019-08-21,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00577-wmc,wmc,2019-07-15,,2020-05-28,530,y,Habeas Corpus,pro se,2020
3:19-cv-00578-wmc,wmc,2019-07-15,,,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00579-jdp,jdp,2019-07-15,,2021-03-29,864,n,Social Security,counseled,2020
3:19-cv-00580-wmc,wmc,2019-07-15,,2019-12-13,864,n,Social Security,counseled,2020
3:19-cv-00581-jdp,jdp,2019-07-16,,2020-02-25,480,n,Other Statutes,counseled,2020
3:19-cv-00582-wmc,wmc,2019-07-17,,2019-12-13,890,n,Other Statutes,counseled,2020
3:19-cv-00583-jdp,jdp,2019-07-17,2019-12-30,2020-05-01,220,n,Real Property,counseled,2020
3:19-cv-00583-jdp,jdp,2019-07-17,2019-12-30,2020-05-01,220,n,Real Property,counseled,2020
3:19-cv-00584-jdp,jdp,2019-07-18,,2021-05-18,380,n,Personal Property,counseled,2020
3:19-cv-00585-wmc,wmc,2019-07-18,,2020-07-22,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00586-wmc,wmc,2019-07-18,,2021-03-17,820,y,Intellectual Property Rights,pro se,2020
3:19-cv-00587-wmc,wmc,2019-07-18,,2019-12-16,480,n,Other Statutes,counseled,2020
3:19-cv-00588-wmc,wmc,2019-07-19,,2019-10-09,442,n,Civil Rights,counseled,2020
3:19-cv-00589-jdp,jdp,2019-07-19,,2020-01-06,840,n,Intellectual Property Rights,counseled,2020
3:19-cv-00590-slc,slc,2019-07-22,,2019-10-08,890,n,Other Statutes,counseled,2020
3:19-cv-00594-bbc,bbc,2019-07-22,,2019-10-18,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00596-wmc,wmc,2019-07-22,,2020-03-05,376,y,Other Statutes,pro se,2020
3:19-cv-00592-jdp,jdp,2019-07-22,,2020-08-26,445,n,Civil Rights,counseled,2020
3:19-cv-00591-jdp,jdp,2019-07-22,,2020-05-13,360,n,Torts/Personal Injury,counseled,2020
3:19-cv-00595-wmc,wmc,2019-07-23,,2022-03-11,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00597-wmc,wmc,2019-07-23,,2020-02-11,791,n,Labor,counseled,2020
3:19-cv-00598-wmc,wmc,2019-07-23,,2019-12-31,840,n,Intellectual Property Rights,counseled,2020
3:19-cv-00599-jdp,jdp,2019-07-23,,2020-09-25,442,n,Civil Rights,counseled,2020
3:19-cv-00600-bbc,bbc,2019-07-23,,2020-05-01,864,n,Social Security,counseled,2020
3:19-cv-00601-wmc,wmc,2019-07-23,,2019-12-16,864,n,Social Security,counseled,2020
3:19-cv-00602-wmc,wmc,2019-07-23,,,240,y,Real Property,pro se,2020
3:19-cv-00603-jdp,jdp,2019-07-24,,2019-09-17,480,n,Other Statutes,counseled,2020
3:19-cv-00604-bbc,bbc,2019-07-24,,2020-11-16,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00605-wmc,wmc,2019-07-24,,2020-12-18,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00609-jdp,jdp,2019-07-25,,2021-01-06,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00607-jdp,jdp,2019-07-25,,2021-05-03,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00606-bbc,bbc,2019-07-25,,2019-09-10,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00610-wmc,wmc,2019-07-25,,2020-03-17,422,y,Bankruptcy,pro se,2020
3:19-cv-00608-wmc,wmc,2019-07-25,,2020-05-29,530,y,Habeas Corpus,pro se,2020
3:19-cv-00611-jdp,jdp,2019-07-25,,2021-10-19,870,y,Federal Tax Suits,pro se,2020
3:19-cv-00612-wmc,wmc,2019-07-26,,2020-05-07,110,n,Contract,counseled,2020
3:19-cv-00613-bbc,bbc,2019-07-29,,2021-04-27,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00614-wmc,wmc,2019-07-29,,2020-02-10,480,n,Other Statutes,counseled,2020
3:19-cv-00615-wmc,wmc,2019-07-29,,2021-12-16,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00616-jdp,jdp,2019-07-29,,2019-08-20,440,y,Civil Rights,pro se,2020
3:19-cv-00617-jdp,jdp,2019-07-29,,2021-01-25,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00593-jdp,jdp,2019-07-29,,2020-09-28,480,n,Other Statutes,counseled,2020
3:19-cv-00618-jdp,jdp,2019-07-29,,2020-01-07,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00619-wmc,wmc,2019-07-30,,2019-09-20,367,n,Torts/Personal Injury,counseled,2020
3:19-cv-00620-wmc,wmc,2019-07-30,,2019-08-19,530,n,Habeas Corpus,counseled,2020
3:19-cv-00621-wmc,wmc,2019-07-31,,2023-04-05,550,n,Prisoner Petitions,counseled,2020
3:19-cv-00622-jdp,jdp,2019-07-31,,2019-10-22,365,n,Torts/Personal Injury,counseled,2020
3:19-cv-00624-bbc,bbc,2019-07-31,,2019-12-20,555,y,Prisoner Petitions,pro se,2020
3:19-cv-00625-jdp,jdp,2019-07-31,,2020-09-09,442,n,Civil Rights,counseled,2020
3:19-cv-00627-jdp,jdp,2019-07-31,,2019-08-15,440,y,Civil Rights,pro se,2020
3:19-cv-00626-wmc,wmc,2019-07-31,,2022-01-25,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00628-bbc,bbc,2019-08-01,,2020-10-06,440,n,Civil Rights,counseled,2020
3:19-cv-00629-wmc,wmc,2019-08-01,,2020-03-27,220,n,Real Property,counseled,2020
3:19-cv-00631-jdp,jdp,2019-08-01,,2019-10-28,480,y,Other Statutes,pro se,2020
3:19-cv-00630-jdp,jdp,2019-08-01,2022-03-24,2023-01-25,530,y,Habeas Corpus,pro se,2020
3:19-cv-00630-jdp,jdp,2019-08-01,2022-03-24,2023-01-25,530,y,Habeas Corpus,pro se,2020
3:19-cv-00632-jdp,jdp,2019-08-01,,2019-08-13,555,y,Prisoner Petitions,pro se,2020
3:19-cv-00633-wmc,wmc,2019-08-02,,2020-07-13,710,n,Labor,counseled,2020
3:19-cv-00634-jdp,jdp,2019-08-02,,2019-11-13,791,n,Labor,counseled,2020
3:19-cv-00635-jdp,jdp,2019-08-02,,2019-10-02,710,n,Labor,counseled,2020
3:19-cv-00636-slc,slc,2019-08-02,,2019-08-29,710,n,Labor,counseled,2020
3:19-cv-00637-jdp,jdp,2019-08-02,,2019-08-20,440,y,Civil Rights,pro se,2020
3:19-cv-00638-slc,slc,2019-08-03,,2020-04-22,480,n,Other Statutes,counseled,2020
3:19-cv-00639-jdp,jdp,2019-08-05,,2020-12-23,440,n,Civil Rights,counseled,2020
3:19-cv-00640-wmc,wmc,2019-08-05,,2019-08-20,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00641-wmc,wmc,2019-08-05,,2021-08-02,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00642-bbc,bbc,2019-08-06,,2020-09-08,864,n,Social Security,counseled,2020
3:19-cv-00643-wmc,wmc,2019-08-06,,2020-05-06,864,n,Social Security,counseled,2020
3:19-cv-00645-slc,slc,2019-08-06,,2021-08-26,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00644-bbc,bbc,2019-08-06,,2019-12-06,530,y,Habeas Corpus,pro se,2020
3:19-cv-00646-slc,slc,2019-08-06,,2019-10-09,350,n,Torts/Personal Injury,counseled,2020
3:19-cv-00647-wmc,wmc,2019-08-06,,,510,y,Habeas Corpus,pro se,2020
3:19-cv-00648-bbc,bbc,2019-08-06,,2019-10-08,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00649-jdp,jdp,2019-08-06,,2020-04-14,440,n,Civil Rights,counseled,2020
3:19-cv-00650-bbc,bbc,2019-08-06,,2019-10-01,440,y,Civil Rights,pro se,2020
3:19-cv-00623-jdp,jdp,2019-08-07,,2019-10-24,890,n,Other Statutes,counseled,2020
3:19-cv-00651-bbc,bbc,2019-08-07,,2020-07-10,442,n,Civil Rights,counseled,2020
3:19-cv-00652-wmc,wmc,2019-08-07,,2020-05-29,422,n,Bankruptcy,counseled,2020
3:19-cv-00654-jdp,jdp,2019-08-07,,2019-09-24,840,n,Intellectual Property Rights,counseled,2020
3:19-cv-00653-jdp,jdp,2019-08-08,,2020-01-21,480,n,Other Statutes,counseled,2020
3:19-cv-00655-jdp,jdp,2019-08-08,,2019-10-23,480,n,Other Statutes,counseled,2020
3:19-cv-00656-wmc,wmc,2019-08-08,,2019-12-20,890,n,Other Statutes,counseled,2020
3:19-cv-00657-wmc,wmc,2019-08-08,,2020-07-01,864,y,Social Security,pro se,2020
3:19-cv-00658-slc,slc,2019-08-09,,2019-10-09,480,n,Other Statutes,counseled,2020
3:19-cv-00659-wmc,wmc,2019-08-12,,2020-07-30,190,n,Contract,counseled,2020
3:19-cv-00660-jdp,jdp,2019-08-12,,2019-11-19,840,n,Intellectual Property Rights,counseled,2020
3:19-cv-00661-wmc,wmc,2019-08-12,,2021-04-19,840,n,Intellectual Property Rights,counseled,2020
3:19-cv-00662-jdp,jdp,2019-08-12,,2022-11-15,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00663-wmc,wmc,2019-08-12,,2019-10-17,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00664-slc,slc,2019-08-13,,2021-03-01,385,n,Personal Property,counseled,2020
3:19-cv-00665-bbc,bbc,2019-08-13,,2020-05-06,864,n,Social Security,counseled,2020
3:19-cv-00667-wmc,wmc,2019-08-13,,2021-06-21,370,y,Personal Property,pro se,2020
3:19-cv-00666-jdp,jdp,2019-08-14,,2019-11-22,480,n,Other Statutes,counseled,2020
3:19-cv-00668-wmc,wmc,2019-08-14,,2020-01-21,791,n,Labor,counseled,2020
3:19-cv-00669-jdp,jdp,2019-08-14,,2020-04-15,863,n,Social Security,counseled,2020
3:19-cv-00670-wmc,wmc,2019-08-14,,2023-04-10,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00671-wmc,wmc,2019-08-14,,2019-10-08,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00673-wmc,wmc,2019-08-14,,2021-12-10,530,y,Habeas Corpus,pro se,2020
3:19-cv-00672-jdp,jdp,2019-08-15,,2019-11-19,530,y,Habeas Corpus,pro se,2020
3:19-cv-00674-bbc,bbc,2019-08-15,,2021-09-14,550,n,Prisoner Petitions,counseled,2020
3:19-cv-00675-jdp,jdp,2019-08-15,,2019-09-25,530,y,Habeas Corpus,pro se,2020
3:19-cv-00676-bbc,bbc,2019-08-16,,2020-02-19,864,n,Social Security,counseled,2020
3:19-cv-00677-wmc,wmc,2019-08-16,,2020-01-24,110,n,Contract,counseled,2020
3:19-cv-00678-jdp,jdp,2019-08-16,,2021-01-22,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00679-jdp,jdp,2019-08-20,,2022-03-15,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00680-wmc,wmc,2019-08-20,,2020-06-01,864,n,Social Security,counseled,2020
3:19-cv-00681-wmc,wmc,2019-08-20,,2023-05-09,446,n,Civil Rights,counseled,2020
3:19-cv-00684-jdp,jdp,2019-08-20,,2019-12-06,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00682-wmc,wmc,2019-08-21,,2020-06-24,220,n,Real Property,counseled,2020
3:19-cv-00683-wmc,wmc,2019-08-21,,2020-02-11,890,n,Other Statutes,counseled,2020
3:19-cv-00685-bbc,bbc,2019-08-22,,2019-10-08,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00687-jdp,jdp,2019-08-23,,2019-09-11,190,n,Contract,counseled,2020
3:19-cv-00689-wmc,wmc,2019-08-23,,2023-01-13,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00686-jdp,jdp,2019-08-23,,2020-09-28,864,y,Social Security,pro se,2020
3:19-cv-00688-wmc,wmc,2019-08-23,,2022-06-02,530,y,Habeas Corpus,pro se,2020
3:19-cv-00690-jdp,jdp,2019-08-26,,2021-08-30,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00691-wmc,wmc,2019-08-26,,2022-11-09,510,y,Habeas Corpus,pro se,2020
3:19-cv-00692-jdp,jdp,2019-08-26,,2020-02-06,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00693-jdp,jdp,2019-08-26,,2019-11-19,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00694-jdp,jdp,2019-08-26,,2020-01-22,863,n,Social Security,counseled,2020
3:19-cv-00695-wmc,wmc,2019-08-27,,2020-01-21,830,n,Intellectual Property Rights,counseled,2020
3:19-cv-00696-wmc,wmc,2019-08-27,,2020-11-16,751,n,Labor,counseled,2020
3:19-cv-00697-wmc,wmc,2019-08-27,,2019-12-06,110,n,Contract,counseled,2020
3:19-cv-00698-jdp,jdp,2019-08-27,,2021-03-11,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00699-wmc,wmc,2019-08-28,,2021-04-27,440,n,Civil Rights,counseled,2020
3:19-cv-00700-jdp,jdp,2019-08-28,,2019-12-05,864,n,Social Security,counseled,2020
3:19-cv-00701-wmc,wmc,2019-08-28,,2021-01-25,480,n,Other Statutes,counseled,2020
3:19-cv-00703-wmc,wmc,2019-08-28,,2021-11-03,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00702-jdp,jdp,2019-08-28,,2021-07-06,442,y,Civil Rights,pro se,2020
3:19-cv-00704-wmc,wmc,2019-08-28,,2023-04-13,550,n,Prisoner Petitions,counseled,2020
3:19-cv-00705-slc,slc,2019-08-29,,2021-04-19,190,n,Contract,counseled,2020
3:19-cv-00706-wmc,wmc,2019-08-29,,2020-11-13,370,n,Personal Property,counseled,2020
3:19-cv-00707-wmc,wmc,2019-08-29,,2021-09-10,190,n,Contract,counseled,2020
3:19-cv-00708-jdp,jdp,2019-08-30,,2020-03-02,865,n,Social Security,counseled,2020
3:19-cv-00709-jdp,jdp,2019-08-30,,2020-10-02,840,n,Intellectual Property Rights,counseled,2020
3:19-cv-00710-wmc,wmc,2019-08-30,,2020-03-12,840,n,Intellectual Property Rights,counseled,2020
3:19-cv-00711-jdp,jdp,2019-08-30,,2020-07-27,190,n,Contract,counseled,2020
3:19-cv-00712-jdp,jdp,2019-08-30,,2020-02-24,840,n,Intellectual Property Rights,counseled,2020
3:19-cv-00713-wmc,wmc,2019-08-30,,2019-10-17,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00714-jdp,jdp,2019-09-03,,2020-05-11,190,n,Contract,counseled,2020
3:19-cv-00715-bbc,bbc,2019-09-03,,2019-10-17,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00716-jdp,jdp,2019-09-04,2020-04-09,2020-09-17,791,n,Labor,counseled,2020
3:19-cv-00716-jdp,jdp,2019-09-04,2020-04-09,2020-09-17,791,n,Labor,counseled,2020
3:19-cv-00717-wmc,wmc,2019-09-04,,2020-05-07,864,n,Social Security,counseled,2020
3:19-cv-00718-bbc,bbc,2019-09-04,,2020-02-28,864,n,Social Security,counseled,2020
3:19-cv-00719-wmc,wmc,2019-09-04,,2019-12-27,864,n,Social Security,counseled,2020
3:19-cv-00721-wmc,wmc,2019-09-04,,2020-03-17,190,n,Contract,counseled,2020
3:19-cv-00720-bbc,bbc,2019-09-04,,2021-05-27,442,y,Civil Rights,pro se,2020
3:19-cv-00725-jdp,jdp,2019-09-04,2020-06-26,2022-12-02,550,n,Prisoner Petitions,counseled,2020
3:19-cv-00725-jdp,jdp,2019-09-04,2020-06-26,2022-12-02,550,n,Prisoner Petitions,counseled,2020
3:19-cv-00727-jdp,jdp,2019-09-04,,2019-10-15,871,y,Other Statutes,pro se,2020
3:19-cv-00722-wmc,wmc,2019-09-05,,2020-07-09,791,n,Labor,counseled,2020
3:19-cv-00723-jdp,jdp,2019-09-05,,2021-09-14,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00726-bbc,bbc,2019-09-05,,2020-01-08,864,n,Social Security,counseled,2020
3:19-cv-00728-jdp,jdp,2019-09-05,2022-01-21,2022-01-25,530,n,Habeas Corpus,counseled,2020
3:19-cv-00728-jdp,jdp,2019-09-05,2022-01-21,2022-01-25,530,n,Habeas Corpus,counseled,2020
3:19-cv-00729-bbc,bbc,2019-09-05,,2021-01-20,440,y,Civil Rights,pro se,2020
3:19-cv-00724-wmc,wmc,2019-09-05,2022-06-06,2023-03-15,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00724-wmc,wmc,2019-09-05,2022-06-06,2023-03-15,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00735-bbc,bbc,2019-09-05,,2019-11-14,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00731-jdp,jdp,2019-09-06,,2020-05-07,864,n,Social Security,counseled,2020
3:19-cv-00736-jdp,jdp,2019-09-06,,2019-10-24,530,y,Habeas Corpus,pro se,2020
3:19-cv-00730-wmc,wmc,2019-09-06,,2022-05-03,530,y,Habeas Corpus,pro se,2020
3:19-cv-00732-wmc,wmc,2019-09-06,,2020-09-15,440,y,Civil Rights,pro se,2020
3:19-cv-00733-wmc,wmc,2019-09-06,,2020-09-15,440,y,Civil Rights,pro se,2020
3:19-cv-00765-jdp,jdp,2019-09-06,,2019-10-15,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00734-wmc,wmc,2019-09-08,,2021-09-29,863,n,Social Security,counseled,2020
3:19-cv-00737-wmc,wmc,2019-09-09,,2021-09-28,550,n,Prisoner Petitions,counseled,2020
3:19-cv-00738-jdp,jdp,2019-09-09,2020-02-06,2020-04-24,890,n,Other Statutes,counseled,2020
3:19-cv-00738-jdp,jdp,2019-09-09,2020-02-06,2020-04-24,890,n,Other Statutes,counseled,2020
3:19-cv-00739-jdp,jdp,2019-09-09,,2020-07-01,710,n,Labor,counseled,2020
3:19-cv-00740-wmc,wmc,2019-09-09,,2021-01-04,442,n,Civil Rights,counseled,2020
3:19-cv-00741-jdp,jdp,2019-09-09,,2020-05-27,440,y,Civil Rights,pro se,2020
3:19-cv-00742-wmc,wmc,2019-09-09,,2021-10-12,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00743-jdp,jdp,2019-09-09,,2020-05-07,864,n,Social Security,counseled,2020
3:19-cv-00744-jdp,jdp,2019-09-09,,2020-05-27,864,n,Social Security,counseled,2020
3:19-cv-00745-jdp,jdp,2019-09-10,,2020-11-20,870,n,Federal Tax Suits,counseled,2020
3:19-cv-00746-jdp,jdp,2019-09-10,,2019-10-31,510,y,Habeas Corpus,pro se,2020
3:19-cv-00747-wmc,wmc,2019-09-11,,2020-02-11,864,n,Social Security,counseled,2020
3:19-cv-00748-jdp,jdp,2019-09-11,,2020-01-08,220,n,Real Property,counseled,2020
3:19-cv-00749-jdp,jdp,2019-09-11,,2019-09-27,510,y,Habeas Corpus,pro se,2020
3:19-cv-00750-wmc,wmc,2019-09-11,,2021-08-13,890,y,Other Statutes,pro se,2020
3:19-cv-00751-jdp,jdp,2019-09-12,,2021-06-04,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00752-bbc,bbc,2019-09-12,,2021-04-22,440,n,Civil Rights,counseled,2020
3:19-cv-00753-jdp,jdp,2019-09-12,,2020-02-11,360,n,Torts/Personal Injury,counseled,2020
3:19-cv-00756-jdp,jdp,2019-09-12,,2021-07-06,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00757-jdp,jdp,2019-09-12,2020-03-06,2021-07-23,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00757-jdp,jdp,2019-09-12,2020-03-06,2021-07-23,550,y,Prisoner Petitions,pro se,2020
3:19-cv-00758-bbc,bbc,2019-09-12,,2019-11-14,370,y,Personal Property,pro se,2020
3:19-cv-00754-wmc,wmc,2019-09-12,,2020-09-15,440,y,Civil Rights,pro se,2020
3:19-cv-00755-wmc,wmc,2019-09-12,,2020-09-15,440,y,Civil Rights,pro se,2020
