de_caseid,de_seqno,de_type,de_document_num,dp_type,dp_sub_type,dp_seqno,de_date_filed,de_date_enter,de_who_entered,initials,name,pr_type,pr_crttype
48072,8,cmp                      ,1,motion                   ,pwrithc ,9,2021-08-19,2021-08-19T17:17:09,24419,jef ,Joanne Friedl,crt,clk
48218,10,cmp                      ,1,motion                   ,pwrithc ,11,2021-09-22,2021-09-22T16:50:50,24419,jef ,Joanne Friedl,crt,clk
48007,61,cmp                      ,14,motion                   ,pwrithc ,62,2021-09-27,2021-09-27T13:59:20,1446149,aom ,Amos Malone,crt,clk
48235,11,cmp                      ,1,motion                   ,pwrithc ,12,2021-09-27,2021-09-27T14:54:21,1446149,aom ,Amos Malone,crt,clk
48255,12,cmp                      ,1,motion                   ,pwrithc ,13,2021-10-04,2021-10-05T13:42:32,1446149,aom ,Amos Malone,crt,clk
48265,11,cmp                      ,1,motion                   ,pwrithc ,12,2021-10-06,2021-10-06T15:08:00,1446149,aom ,Amos Malone,crt,clk
48283,10,cmp                      ,1,motion                   ,pwrithc ,11,2021-10-13,2021-10-13T09:29:31,1446149,aom ,Amos Malone,crt,clk
48315,11,cmp                      ,1,motion                   ,pwrithc ,12,2021-10-18,2021-10-18T15:48:04,1446149,aom ,Amos Malone,crt,clk
48318,11,cmp                      ,1,motion                   ,pwrithc ,12,2021-10-18,2021-10-18T16:15:34,1446149,aom ,Amos Malone,crt,clk
48396,11,cmp                      ,1,motion                   ,pwrithc ,12,2021-11-08,2021-11-08T15:18:28,1446149,aom ,Amos Malone,crt,clk
47996,37,cmp                      ,7,motion                   ,pwrithc ,38,2021-11-10,2021-11-10T08:18:12,1446149,aom ,Amos Malone,crt,clk
48439,11,cmp                      ,1,motion                   ,pwrithc ,12,2021-11-15,2021-11-15T15:35:42,1446149,aom ,Amos Malone,crt,clk
42251,151,cmp                      ,30,motion                   ,pwrithc ,153,2021-11-22,2021-11-22T12:33:11,1446149,aom ,Amos Malone,crt,clk
48584,11,cmp                      ,1,motion                   ,pwrithc ,12,2021-12-16,2021-12-16T14:44:37,1446149,aom ,Amos Malone,crt,clk
