de_caseid,de_seqno,de_type,de_document_num,dp_type,dp_sub_type,dp_seqno,de_date_filed,de_date_enter,de_who_entered,initials,name,pr_type,pr_crttype
46314,53,prose                    ,11,order                    ,leave   ,54,2021-01-22,2021-01-22T14:58:47,1489502,lam ,Laura Miller,crt,clk
46922,49,prose                    ,10,order                    ,leave   ,50,2021-02-02,2021-02-02T14:59:22,1489502,lam ,Laura Miller,crt,clk
47008,37,prose                    ,9,order                    ,leave   ,38,2021-02-11,2021-02-11T15:43:11,1489502,lam ,Laura Miller,crt,clk
46319,36,prose                    ,7,order                    ,leave   ,37,2021-02-23,2021-02-23T08:52:09,1489502,lam ,Laura Miller,crt,clk
46578,29,prose                    ,6,order                    ,leave   ,30,2021-02-23,2021-02-23T09:11:18,1489502,lam ,Laura Miller,crt,clk
46716,52,prose                    ,10,order                    ,leave   ,53,2021-02-23,2021-02-23T09:55:28,1489502,lam ,Laura Miller,crt,clk
44556,62,prose                    ,15,order                    ,leave   ,63,2021-03-04,2021-03-04T13:34:15,1489502,lam ,Laura Miller,crt,clk
43562,86,prose                    ,17,order                    ,leave   ,87,2021-03-12,2021-03-12T13:02:38,1489502,lam ,Laura Miller,crt,clk
47266,40,prose                    ,8,order                    ,leave   ,41,2021-03-19,2021-03-19T09:15:05,1489502,lam ,Laura Miller,crt,clk
42550,74,oth_ord                  ,18,order                    ,leave   ,75,2021-03-25,2021-03-25T15:53:31,1489502,lam ,Laura Miller,crt,clk
43807,48,prose                    ,13,order                    ,leave   ,49,2021-03-31,2021-03-31T11:26:33,1489502,lam ,Laura Miller,crt,clk
47113,33,prose                    ,6,order                    ,leave   ,34,2021-04-02,2021-04-02T13:23:14,1489502,lam ,Laura Miller,crt,clk
47098,36,oth_ord                  ,9,order                    ,leave   ,37,2021-04-07,2021-04-07T10:17:06,1489502,lam ,Laura Miller,crt,clk
47358,30,prose                    ,5,order                    ,leave   ,31,2021-04-08,2021-04-08T14:51:53,1489502,lam ,Laura Miller,crt,clk
46982,50,prose                    ,10,order                    ,leave   ,51,2021-04-12,2021-04-12T11:09:26,1489502,lam ,Laura Miller,crt,clk
