Case ID,Case Number,Judge,Date Filed,Date Reopened,Date Terminated,NOS,DateAgg,Group,DE SeqNum,de_type,DocNum,DP Type,DP SubType,DP SeqNum,Date Filed
43112,3:18-cv-01073-bbc                       ,bbc,2018-12-28,2020-07-29,2021-09-20,550,2020-07-29,Prisoner Petitions,18,cmp                      ,1,cmp                      ,cmp     ,19,2018-12-28
43114,3:18-cv-01074-wmc                       ,wmc,2018-12-28,,,555,2018-12-28,Prisoner Petitions,5,cmp                      ,1,cmp                      ,cmp     ,6,2018-12-28
43126,3:19-cv-00001-wmc                       ,wmc,2019-01-02,,2022-12-19,445,2019-01-02,Civil Rights,9,cmp                      ,1,cmp                      ,cmp     ,10,2019-01-02
43127,3:19-cv-00006-wmc                       ,wmc,2019-01-02,,2022-12-19,445,2019-01-02,Civil Rights,9,cmp                      ,1,cmp                      ,cmp     ,10,2019-01-02
43128,3:19-cv-00004-bbc                       ,bbc,2019-01-02,,2019-07-17,550,2019-01-02,Prisoner Petitions,13,cmp                      ,1,cmp                      ,cmp     ,14,2019-01-02
43135,3:19-cv-00010-wmc                       ,wmc,2019-01-07,,2020-01-08,550,2019-01-07,Prisoner Petitions,17,cmp                      ,1,cmp                      ,cmp     ,18,2019-01-07
43140,3:19-cv-00011-bbc                       ,bbc,2019-01-07,,2019-11-18,550,2019-01-07,Prisoner Petitions,13,cmp                      ,1,cmp                      ,cmp     ,14,2019-01-07
43142,3:19-cv-00012-jdp                       ,jdp,2019-01-07,,2020-08-28,550,2019-01-07,Prisoner Petitions,18,cmp                      ,1,cmp                      ,cmp     ,19,2019-01-07
43143,3:19-cv-00013-jdp                       ,jdp,2019-01-07,,2019-01-24,550,2019-01-07,Prisoner Petitions,16,cmp                      ,1,cmp                      ,cmp     ,17,2019-01-07
43149,3:19-cv-00014-bbc                       ,bbc,2019-01-07,,2019-12-12,864,2019-01-07,Social Security,14,cmp                      ,1,cmp                      ,cmp     ,15,2019-01-07
43156,3:19-cv-00020-wmc                       ,wmc,2019-01-09,,2022-10-12,550,2019-01-09,Prisoner Petitions,18,cmp                      ,1,cmp                      ,cmp     ,19,2019-01-09
43160,3:19-cv-00022-slc                       ,slc,2019-01-09,,2019-09-27,550,2019-01-09,Prisoner Petitions,18,cmp                      ,1,cmp                      ,cmp     ,19,2019-01-09
43183,3:19-cv-00025-wmc                       ,wmc,2019-01-10,2019-03-07,2022-08-31,550,2019-03-07,Prisoner Petitions,16,cmp                      ,1,cmp                      ,cmp     ,17,2019-01-10
43189,3:19-cv-00029-wmc                       ,wmc,2019-01-11,,2019-09-19,440,2019-01-11,Civil Rights,22,cmp                      ,1,cmp                      ,cmp     ,23,2019-01-11
43191,3:19-cv-00031-wmc                       ,wmc,2019-01-11,,,550,2019-01-11,Prisoner Petitions,26,cmp                      ,1,cmp                      ,cmp     ,27,2019-01-11
43199,3:19-cv-00037-jdp                       ,jdp,2019-01-16,,2020-07-23,550,2019-01-16,Prisoner Petitions,11,cmp                      ,1,cmp                      ,cmp     ,12,2019-01-16
43209,3:19-cv-00042-wmc                       ,wmc,2019-01-16,,2021-03-01,550,2019-01-16,Prisoner Petitions,12,cmp                      ,1,cmp                      ,cmp     ,13,2019-01-14
43219,3:19-cv-00050-jdp                       ,jdp,2019-01-17,,2019-07-02,440,2019-01-17,Civil Rights,11,cmp                      ,1,cmp                      ,cmp     ,12,2019-01-17
43226,3:19-cv-00055-wmc                       ,wmc,2019-01-22,2022-07-20,2022-09-30,550,2022-07-20,Prisoner Petitions,11,cmp                      ,1,cmp                      ,cmp     ,12,2019-01-22
43227,3:19-cv-00057-wmc                       ,wmc,2019-01-22,2019-02-25,2021-10-14,550,2019-02-25,Prisoner Petitions,15,cmp                      ,1,cmp                      ,cmp     ,16,2019-01-22
43229,3:19-cv-00059-wmc                       ,wmc,2019-01-22,,2021-11-10,550,2019-01-22,Prisoner Petitions,19,cmp                      ,1,cmp                      ,cmp     ,20,2019-01-22
43230,3:19-cv-00060-wmc                       ,wmc,2019-01-22,,2022-02-28,555,2019-01-22,Prisoner Petitions,10,cmp                      ,1,cmp                      ,cmp     ,11,2019-01-22
43231,3:19-cv-00061-jdp                       ,jdp,2019-01-22,,2019-11-20,550,2019-01-22,Prisoner Petitions,15,cmp                      ,1,cmp                      ,cmp     ,16,2019-01-22
43235,3:19-cv-00065-bbc                       ,bbc,2019-01-23,,2020-03-12,440,2019-01-23,Civil Rights,25,cmp                      ,1,cmp                      ,cmp     ,26,2019-01-23
43246,3:19-cv-00070-jdp                       ,jdp,2019-01-29,,2019-02-15,550,2019-01-29,Prisoner Petitions,12,cmp                      ,1,cmp                      ,cmp     ,13,2019-01-29
43270,3:19-cv-00081-jdp                       ,jdp,2019-02-01,,2020-07-08,550,2019-02-01,Prisoner Petitions,19,cmp                      ,1,cmp                      ,cmp     ,20,2019-02-01
43276,3:19-cv-00085-bbc                       ,bbc,2019-02-04,,2020-06-23,550,2019-02-04,Prisoner Petitions,20,cmp                      ,1,cmp                      ,cmp     ,21,2019-02-04
43278,3:19-cv-00086-jdp                       ,jdp,2019-02-05,,2019-05-15,550,2019-02-05,Prisoner Petitions,12,cmp                      ,1,cmp                      ,cmp     ,13,2019-02-04
43283,3:19-cv-00090-wmc                       ,wmc,2019-02-05,,2019-04-08,550,2019-02-05,Prisoner Petitions,11,cmp                      ,1,cmp                      ,cmp     ,12,2019-02-05
43286,3:19-cv-00091-wmc                       ,wmc,2019-02-05,,2020-12-18,550,2019-02-05,Prisoner Petitions,12,cmp                      ,1,cmp                      ,cmp     ,13,2019-02-05
43293,3:19-cv-00098-wmc                       ,wmc,2019-02-06,,2019-04-08,550,2019-02-06,Prisoner Petitions,12,cmp                      ,1,cmp                      ,cmp     ,13,2019-02-06
43299,3:19-cv-00101-jdp                       ,jdp,2019-02-07,,2019-03-21,550,2019-02-07,Prisoner Petitions,9,cmp                      ,1,cmp                      ,cmp     ,10,2019-02-07
43303,3:19-cv-00105-bbc                       ,bbc,2019-02-08,,2019-12-19,550,2019-02-08,Prisoner Petitions,15,cmp                      ,1,cmp                      ,cmp     ,16,2019-02-08
43304,3:19-cv-00106-wmc                       ,wmc,2019-02-08,,,550,2019-02-08,Prisoner Petitions,33,cmp                      ,1,cmp                      ,cmp     ,34,2019-02-08
43306,3:19-cv-00109-wmc                       ,wmc,2019-02-08,,2019-09-05,555,2019-02-08,Prisoner Petitions,14,cmp                      ,1,cmp                      ,cmp     ,15,2019-02-08
43307,3:19-cv-00108-jdp                       ,jdp,2019-02-11,,2019-08-13,190,2019-02-11,Contract,13,cmp                      ,1,cmp                      ,cmp     ,14,2019-02-11
43309,3:19-cv-00111-wmc                       ,wmc,2019-02-11,,2019-02-20,550,2019-02-11,Prisoner Petitions,14,cmp                      ,1,cmp                      ,cmp     ,15,2019-02-11
43312,3:19-cv-00114-wmc                       ,wmc,2019-02-12,,2019-08-27,550,2019-02-12,Prisoner Petitions,14,cmp                      ,1,cmp                      ,cmp     ,15,2019-02-11
43317,3:19-cv-00117-wmc                       ,wmc,2019-02-13,,2022-07-28,550,2019-02-13,Prisoner Petitions,17,cmp                      ,1,cmp                      ,cmp     ,18,2019-02-13
43318,3:19-cv-00118-slc                       ,slc,2019-02-14,,2021-07-26,550,2019-02-14,Prisoner Petitions,20,cmp                      ,1,cmp                      ,cmp     ,21,2019-02-14
43320,3:19-cv-00120-jdp                       ,jdp,2019-02-14,,,550,2019-02-14,Prisoner Petitions,19,cmp                      ,1,cmp                      ,cmp     ,20,2019-02-14
43323,3:19-cv-00122-bbc                       ,bbc,2019-02-15,,2019-03-21,550,2019-02-15,Prisoner Petitions,26,cmp                      ,1,cmp                      ,cmp     ,27,2019-02-15
43324,3:19-cv-00123-jdp                       ,jdp,2019-02-15,,2019-07-15,550,2019-02-15,Prisoner Petitions,20,cmp                      ,1,cmp                      ,cmp     ,21,2019-02-15
43329,3:19-cv-00126-jdp                       ,jdp,2019-02-15,,2019-03-20,550,2019-02-15,Prisoner Petitions,14,cmp                      ,1,cmp                      ,cmp     ,15,2019-02-15
43339,3:19-cv-00132-slc                       ,slc,2019-02-19,,2019-10-11,550,2019-02-19,Prisoner Petitions,11,cmp                      ,1,cmp                      ,cmp     ,12,2019-02-19
43340,3:19-cv-00133-bbc                       ,bbc,2019-02-19,2019-08-14,2020-06-04,550,2019-08-14,Prisoner Petitions,17,cmp                      ,1,cmp                      ,cmp     ,18,2019-02-19
43341,3:19-cv-00134-wmc                       ,wmc,2019-02-19,,2021-12-10,550,2019-02-19,Prisoner Petitions,11,cmp                      ,1,cmp                      ,cmp     ,12,2019-02-19
43342,3:19-cv-00135-bbc                       ,bbc,2019-02-19,,2020-04-15,550,2019-02-19,Prisoner Petitions,9,cmp                      ,1,cmp                      ,cmp     ,10,2019-02-19
43344,3:19-cv-00137-wmc                       ,wmc,2019-02-20,,2022-09-27,550,2019-02-20,Prisoner Petitions,16,cmp                      ,1,cmp                      ,cmp     ,17,2019-02-19
43345,3:19-cv-00138-bbc                       ,bbc,2019-02-20,,2020-04-23,550,2019-02-20,Prisoner Petitions,9,cmp                      ,1,cmp                      ,cmp     ,10,2019-02-20
43346,3:19-cv-00139-jdp                       ,jdp,2019-02-20,,2019-05-29,550,2019-02-20,Prisoner Petitions,11,cmp                      ,1,cmp                      ,cmp     ,12,2019-02-20
43349,3:19-cv-00140-jdp                       ,jdp,2019-02-20,,2019-07-15,440,2019-02-20,Civil Rights,10,cmp                      ,1,cmp                      ,cmp     ,11,2019-02-20
43376,3:19-cv-00144-jdp                       ,jdp,2019-02-22,,2019-11-15,550,2019-02-22,Prisoner Petitions,19,cmp                      ,1,cmp                      ,cmp     ,20,2019-02-22
43377,3:19-cv-00145-wmc                       ,wmc,2019-02-22,,2022-07-06,550,2019-02-22,Prisoner Petitions,15,cmp                      ,1,cmp                      ,cmp     ,16,2019-02-21
43378,3:19-cv-00146-jdp                       ,jdp,2019-02-22,,2019-08-13,550,2019-02-22,Prisoner Petitions,18,cmp                      ,1,cmp                      ,cmp     ,19,2019-02-22
43379,3:19-cv-00143-bbc                       ,bbc,2019-02-22,,2019-06-24,440,2019-02-22,Civil Rights,12,cmp                      ,1,cmp                      ,cmp     ,13,2019-02-22
43383,3:19-cv-00148-wmc                       ,wmc,2019-02-25,2019-05-10,2021-11-17,440,2019-05-10,Civil Rights,15,cmp                      ,1,cmp                      ,cmp     ,16,2019-02-22
43400,3:19-cv-00153-wmc                       ,wmc,2019-02-26,,2019-04-26,550,2019-02-26,Prisoner Petitions,15,cmp                      ,1,cmp                      ,cmp     ,16,2019-02-26
43401,3:19-cv-00154-jdp                       ,jdp,2019-02-26,,2019-07-03,550,2019-02-26,Prisoner Petitions,17,cmp                      ,1,cmp                      ,cmp     ,18,2019-02-26
43408,3:19-cv-00159-jdp                       ,jdp,2019-02-27,,2021-11-08,550,2019-02-27,Prisoner Petitions,17,cmp                      ,1,cmp                      ,cmp     ,18,2019-02-27
43414,3:19-cv-00165-wmc                       ,wmc,2019-02-28,,2020-01-30,470,2019-02-28,Other Statutes,10,cmp                      ,1,cmp                      ,cmp     ,11,2019-02-28
43419,3:19-cv-00167-jdp                       ,jdp,2019-03-01,,2019-04-15,550,2019-03-01,Prisoner Petitions,24,cmp                      ,1,cmp                      ,cmp     ,25,2019-03-01
43433,3:19-cv-00176-jdp                       ,jdp,2019-03-06,,2019-04-17,550,2019-03-06,Prisoner Petitions,16,cmp                      ,1,cmp                      ,cmp     ,17,2019-03-06
43439,3:19-cv-00179-wmc                       ,wmc,2019-03-07,,2019-04-08,440,2019-03-07,Civil Rights,7,cmp                      ,1,cmp                      ,cmp     ,8,2019-03-07
43440,3:19-cv-00180-jdp                       ,jdp,2019-03-08,,2019-12-03,550,2019-03-08,Prisoner Petitions,9,cmp                      ,1,cmp                      ,cmp     ,10,2019-03-08
43444,3:19-cv-00184-wmc                       ,wmc,2019-03-08,,2022-02-01,550,2019-03-08,Prisoner Petitions,10,cmp                      ,1,cmp                      ,cmp     ,11,2019-03-08
43464,3:19-cv-00197-jdp                       ,jdp,2019-03-11,,2019-07-03,550,2019-03-11,Prisoner Petitions,13,cmp                      ,1,cmp                      ,cmp     ,14,2019-03-11
43456,3:19-cv-00189-wmc                       ,wmc,2019-03-12,,2021-06-07,550,2019-03-12,Prisoner Petitions,13,cmp                      ,1,cmp                      ,cmp     ,14,2019-03-12
43460,3:19-cv-00193-wmc                       ,wmc,2019-03-12,,2019-10-08,550,2019-03-12,Prisoner Petitions,9,cmp                      ,1,cmp                      ,cmp     ,10,2019-03-12
43463,3:19-cv-00195-bbc                       ,bbc,2019-03-13,,2020-02-24,550,2019-03-13,Prisoner Petitions,17,cmp                      ,1,cmp                      ,cmp     ,18,2019-03-11
43488,3:19-cv-00199-bbc                       ,bbc,2019-03-14,,2019-04-26,440,2019-03-14,Civil Rights,10,cmp                      ,1,cmp                      ,cmp     ,11,2019-03-13
43493,3:19-cv-00200-wmc                       ,wmc,2019-03-14,,2019-05-07,196,2019-03-14,Contract,10,cmp                      ,1,cmp                      ,cmp     ,11,2019-03-14
43497,3:19-cv-00202-wmc                       ,wmc,2019-03-14,,2021-09-03,440,2019-03-14,Civil Rights,19,cmp                      ,1,cmp                      ,cmp     ,20,2019-03-14
43500,3:19-cv-00205-bbc                       ,bbc,2019-03-15,2020-03-13,2020-10-22,550,2020-03-13,Prisoner Petitions,9,cmp                      ,1,cmp                      ,cmp     ,10,2019-03-15
43508,3:19-cv-00209-bbc                       ,bbc,2019-03-19,,2019-04-01,550,2019-03-19,Prisoner Petitions,28,cmp                      ,1,cmp                      ,cmp     ,29,2019-03-19
43509,3:19-cv-00210-jdp                       ,jdp,2019-03-19,,2020-05-27,550,2019-03-19,Prisoner Petitions,9,cmp                      ,1,cmp                      ,cmp     ,10,2019-03-19
43516,3:19-cv-00216-jdp                       ,jdp,2019-03-20,,,555,2019-03-20,Prisoner Petitions,9,cmp                      ,1,cmp                      ,cmp     ,10,2018-07-11
43521,3:19-cv-00221-wmc                       ,wmc,2019-03-20,,2019-10-21,440,2019-03-20,Civil Rights,14,cmp                      ,1,cmp                      ,cmp     ,15,2019-03-20
43528,3:19-cv-00228-bbc                       ,bbc,2019-03-20,,2019-04-30,550,2019-03-20,Prisoner Petitions,9,cmp                      ,1,cmp                      ,cmp     ,10,2019-03-20
43522,3:19-cv-00222-jdp                       ,jdp,2019-03-21,,2019-04-11,550,2019-03-21,Prisoner Petitions,16,cmp                      ,1,cmp                      ,cmp     ,17,2019-03-21
43523,3:19-cv-00223-wmc                       ,wmc,2019-03-21,,2019-10-03,550,2019-03-21,Prisoner Petitions,10,cmp                      ,1,cmp                      ,cmp     ,11,2019-03-21
43530,3:19-cv-00230-wmc                       ,wmc,2019-03-22,2019-07-09,2021-07-09,550,2019-07-09,Prisoner Petitions,13,cmp                      ,1,cmp                      ,cmp     ,14,2019-03-22
43537,3:19-cv-00235-jdp                       ,jdp,2019-03-25,2019-05-09,2021-09-10,550,2019-05-09,Prisoner Petitions,12,cmp                      ,1,cmp                      ,cmp     ,13,2019-03-25
43536,3:19-cv-00236-wmc                       ,wmc,2019-03-26,,2022-04-20,550,2019-03-26,Prisoner Petitions,10,cmp                      ,1,cmp                      ,cmp     ,11,2019-03-26
43538,3:19-cv-00237-wmc                       ,wmc,2019-03-26,,2019-05-01,550,2019-03-26,Prisoner Petitions,9,cmp                      ,1,cmp                      ,cmp     ,10,2019-03-26
43541,3:19-cv-00240-wmc                       ,wmc,2019-03-27,,2020-12-18,550,2019-03-27,Prisoner Petitions,15,cmp                      ,1,cmp                      ,cmp     ,16,2019-03-27
43546,3:19-cv-00243-wmc                       ,wmc,2019-03-29,,2019-05-01,550,2019-03-29,Prisoner Petitions,11,cmp                      ,1,cmp                      ,cmp     ,12,2019-03-29
43547,3:19-cv-00244-bbc                       ,bbc,2019-03-29,,2019-07-11,550,2019-03-29,Prisoner Petitions,14,cmp                      ,1,cmp                      ,cmp     ,15,2019-03-29
43553,3:19-cv-00248-jdp                       ,jdp,2019-04-01,,2020-04-15,440,2019-04-01,Civil Rights,26,cmp                      ,1,cmp                      ,cmp     ,27,2019-04-01
43555,3:19-cv-00249-wmc                       ,wmc,2019-04-01,,2019-05-21,550,2019-04-01,Prisoner Petitions,10,cmp                      ,1,cmp                      ,cmp     ,11,2019-04-01
43558,3:19-cv-00253-jdp                       ,jdp,2019-04-02,,2019-04-15,550,2019-04-02,Prisoner Petitions,13,cmp                      ,1,cmp                      ,cmp     ,14,2019-04-02
43562,3:19-cv-00255-wmc                       ,wmc,2019-04-03,,2022-08-01,550,2019-04-03,Prisoner Petitions,11,cmp                      ,1,cmp                      ,cmp     ,12,2019-04-01
43569,3:19-cv-00256-jdp                       ,jdp,2019-04-03,,2021-01-19,550,2019-04-03,Prisoner Petitions,20,cmp                      ,1,cmp                      ,cmp     ,21,2019-04-03
43578,3:19-cv-00262-wmc                       ,wmc,2019-04-08,,2022-04-26,550,2019-04-08,Prisoner Petitions,13,cmp                      ,1,cmp                      ,cmp     ,14,2019-04-08
43579,3:19-cv-00263-wmc                       ,wmc,2019-04-08,,2020-12-18,550,2019-04-08,Prisoner Petitions,12,cmp                      ,1,cmp                      ,cmp     ,13,2019-04-08
43580,3:19-cv-00264-jdp                       ,jdp,2019-04-08,,,550,2019-04-08,Prisoner Petitions,19,cmp                      ,1,cmp                      ,cmp     ,20,2019-04-08
43584,3:19-cv-00265-jdp                       ,jdp,2019-04-08,,2019-04-15,550,2019-04-08,Prisoner Petitions,19,cmp                      ,1,cmp                      ,cmp     ,20,2019-04-08
43590,3:19-cv-00270-jdp                       ,jdp,2019-04-08,,2019-04-26,550,2019-04-08,Prisoner Petitions,12,cmp                      ,1,cmp                      ,cmp     ,13,2019-04-08
43592,3:19-cv-00271-jdp                       ,jdp,2019-04-08,,2019-04-26,550,2019-04-08,Prisoner Petitions,12,cmp                      ,1,cmp                      ,cmp     ,13,2019-04-08
43596,3:19-cv-00275-wmc                       ,wmc,2019-04-11,,2023-02-16,442,2019-04-11,Civil Rights,5,cmp                      ,1,cmp                      ,cmp     ,6,2018-12-06
43599,3:19-cv-00279-bbc                       ,bbc,2019-04-11,2019-06-25,2019-10-17,550,2019-06-25,Prisoner Petitions,15,cmp                      ,1,cmp                      ,cmp     ,16,2019-04-11
43601,3:19-cv-00277-bbc                       ,bbc,2019-04-11,,2020-03-18,440,2019-04-11,Civil Rights,12,cmp                      ,1,cmp                      ,cmp     ,13,2019-04-11
43612,3:19-cv-00283-bbc                       ,bbc,2019-04-12,,2019-07-02,550,2019-04-12,Prisoner Petitions,17,cmp                      ,1,cmp                      ,cmp     ,18,2019-04-12
43614,3:19-cv-00285-bbc                       ,bbc,2019-04-12,,2019-05-24,550,2019-04-12,Prisoner Petitions,10,cmp                      ,1,cmp                      ,cmp     ,11,2019-04-12
43615,3:19-cv-00286-jdp                       ,jdp,2019-04-15,,2020-03-13,550,2019-04-15,Prisoner Petitions,15,cmp                      ,1,cmp                      ,cmp     ,16,2019-04-15
43616,3:19-cv-00287-wmc                       ,wmc,2019-04-15,,2019-10-30,550,2019-04-15,Prisoner Petitions,13,cmp                      ,1,cmp                      ,cmp     ,14,2019-04-15
43619,3:19-cv-00290-bbc                       ,bbc,2019-04-15,,2019-06-21,550,2019-04-15,Prisoner Petitions,14,cmp                      ,1,cmp                      ,cmp     ,15,2019-04-15
43621,3:19-cv-00293-jdp                       ,jdp,2019-04-16,,2019-05-29,550,2019-04-16,Prisoner Petitions,16,cmp                      ,1,cmp                      ,cmp     ,17,2019-04-16
43622,3:19-cv-00292-wmc                       ,wmc,2019-04-16,,,550,2019-04-16,Prisoner Petitions,22,cmp                      ,1,cmp                      ,cmp     ,23,2019-04-16
43624,3:19-cv-00295-wmc                       ,wmc,2019-04-16,,2020-03-20,440,2019-04-16,Civil Rights,14,cmp                      ,1,cmp                      ,cmp     ,15,2019-04-16
43631,3:19-cv-00299-jdp                       ,jdp,2019-04-16,,2020-06-26,550,2019-04-16,Prisoner Petitions,19,cmp                      ,1,cmp                      ,cmp     ,20,2019-04-16
43632,3:19-cv-00300-jdp                       ,jdp,2019-04-16,,2021-03-03,550,2019-04-16,Prisoner Petitions,16,cmp                      ,1,cmp                      ,cmp     ,17,2019-04-16
43633,3:19-cv-00301-jdp                       ,jdp,2019-04-16,,2019-04-30,550,2019-04-16,Prisoner Petitions,14,cmp                      ,1,cmp                      ,cmp     ,15,2019-04-16
43634,3:19-cv-00303-wmc                       ,wmc,2019-04-17,,2022-04-12,550,2019-04-17,Prisoner Petitions,20,cmp                      ,1,cmp                      ,cmp     ,21,2019-04-17
43635,3:19-cv-00302-jdp                       ,jdp,2019-04-17,,2020-05-19,550,2019-04-17,Prisoner Petitions,21,cmp                      ,1,cmp                      ,cmp     ,22,2019-04-17
43636,3:19-cv-00304-jdp                       ,jdp,2019-04-17,,2019-05-29,550,2019-04-17,Prisoner Petitions,13,cmp                      ,1,cmp                      ,cmp     ,14,2019-04-17
43641,3:19-cv-00309-bbc                       ,bbc,2019-04-18,,2020-11-30,550,2019-04-18,Prisoner Petitions,12,cmp                      ,1,cmp                      ,cmp     ,13,2019-04-18
43648,3:19-cv-00312-wmc                       ,wmc,2019-04-18,,2021-05-06,440,2019-04-18,Civil Rights,30,cmp                      ,1,cmp                      ,cmp     ,31,2019-04-18
43649,3:19-cv-00314-wmc                       ,wmc,2019-04-19,,2019-06-24,550,2019-04-19,Prisoner Petitions,23,cmp                      ,1,cmp                      ,cmp     ,24,2019-04-19
43658,3:19-cv-00322-jdp                       ,jdp,2019-04-22,,2019-05-29,550,2019-04-22,Prisoner Petitions,12,cmp                      ,1,cmp                      ,cmp     ,13,2019-04-22
43662,3:19-cv-00320-jdp                       ,jdp,2019-04-22,,2019-07-23,440,2019-04-22,Civil Rights,10,cmp                      ,1,cmp                      ,cmp     ,11,2019-04-22
43694,3:19-cv-00331-wmc                       ,wmc,2019-04-26,,2020-12-04,365,2019-04-26,Torts/Personal Injury,17,cmp                      ,1,cmp                      ,cmp     ,18,2019-04-26
43697,3:19-cv-00335-jdp                       ,jdp,2019-04-26,,2019-05-02,440,2019-04-26,Civil Rights,5,cmp                      ,1,cmp                      ,cmp     ,6,2019-04-26
43698,3:19-cv-00333-jdp                       ,jdp,2019-04-26,,2019-07-15,550,2019-04-26,Prisoner Petitions,23,cmp                      ,1,cmp                      ,cmp     ,24,2019-04-26
43700,3:19-cv-00337-jdp                       ,jdp,2019-04-29,,2019-05-29,550,2019-04-29,Prisoner Petitions,14,cmp                      ,1,cmp                      ,cmp     ,15,2019-04-29
43706,3:19-cv-00339-jdp                       ,jdp,2019-04-29,,2021-02-17,560,2019-04-29,Prisoner Petitions,13,cmp                      ,1,cmp                      ,cmp     ,14,2019-04-29
43708,3:19-cv-00341-jdp                       ,jdp,2019-04-30,,2019-05-29,550,2019-04-30,Prisoner Petitions,16,cmp                      ,1,cmp                      ,cmp     ,17,2019-04-30
43709,3:19-cv-00342-jdp                       ,jdp,2019-04-30,,2019-05-29,550,2019-04-30,Prisoner Petitions,14,cmp                      ,1,cmp                      ,cmp     ,15,2019-04-30
43712,3:19-cv-00345-wmc                       ,wmc,2019-04-30,,2020-05-27,440,2019-04-30,Civil Rights,11,cmp                      ,1,cmp                      ,cmp     ,12,2019-04-30
43713,3:19-cv-00343-jdp                       ,jdp,2019-04-30,,2020-11-05,440,2019-04-30,Civil Rights,14,cmp                      ,1,cmp                      ,cmp     ,15,2019-04-30
43714,3:19-cv-00344-jdp                       ,jdp,2019-04-30,,2019-12-03,440,2019-04-30,Civil Rights,11,cmp                      ,1,cmp                      ,cmp     ,12,2019-04-30
43715,3:19-cv-00346-jdp                       ,jdp,2019-04-30,,2019-10-31,440,2019-04-30,Civil Rights,13,cmp                      ,1,cmp                      ,cmp     ,14,2019-04-30
43722,3:19-cv-00351-bbc                       ,bbc,2019-05-01,,2020-02-24,550,2019-05-01,Prisoner Petitions,19,cmp                      ,1,cmp                      ,cmp     ,20,2019-05-01
43727,3:19-cv-00354-wmc                       ,wmc,2019-05-02,,2022-05-12,550,2019-05-02,Prisoner Petitions,16,cmp                      ,1,cmp                      ,cmp     ,17,2019-05-02
43734,3:19-cv-00361-bbc                       ,bbc,2019-05-06,,2019-07-12,550,2019-05-06,Prisoner Petitions,16,cmp                      ,1,cmp                      ,cmp     ,17,2019-05-06
43736,3:19-cv-00362-jdp                       ,jdp,2019-05-06,,2019-05-28,550,2019-05-06,Prisoner Petitions,14,cmp                      ,1,cmp                      ,cmp     ,15,2019-05-06
43739,3:19-cv-00365-wmc                       ,wmc,2019-05-07,,2021-11-17,440,2019-05-07,Civil Rights,10,cmp                      ,1,cmp                      ,cmp     ,11,2019-05-07
43742,3:19-cv-00367-wmc                       ,wmc,2019-05-08,,2021-10-13,550,2019-05-08,Prisoner Petitions,15,cmp                      ,1,cmp                      ,cmp     ,16,2019-05-08
43743,3:19-cv-00366-bbc                       ,bbc,2019-05-08,,2020-06-11,550,2019-05-08,Prisoner Petitions,40,cmp                      ,1,cmp                      ,cmp     ,41,2019-05-08
43744,3:19-cv-00368-wmc                       ,wmc,2019-05-08,,2021-11-17,550,2019-05-08,Prisoner Petitions,16,cmp                      ,1,cmp                      ,cmp     ,17,2019-05-08
43746,3:19-cv-00369-jdp                       ,jdp,2019-05-08,,2019-10-15,550,2019-05-08,Prisoner Petitions,15,cmp                      ,1,cmp                      ,cmp     ,16,2019-05-08
43747,3:19-cv-00371-wmc                       ,wmc,2019-05-08,,2019-12-31,550,2019-05-08,Prisoner Petitions,12,cmp                      ,1,cmp                      ,cmp     ,13,2019-05-08
43755,3:19-cv-00379-jdp                       ,jdp,2019-05-10,2020-02-10,2021-08-23,550,2020-02-10,Prisoner Petitions,16,cmp                      ,1,cmp                      ,cmp     ,17,2019-05-10
43756,3:19-cv-00380-wmc                       ,wmc,2019-05-10,,2022-06-17,480,2019-05-10,Other Statutes,10,cmp                      ,1,cmp                      ,cmp     ,11,2019-05-10
43758,3:19-cv-00384-wmc                       ,wmc,2019-05-13,,2021-10-13,550,2019-05-13,Prisoner Petitions,8,cmp                      ,1,cmp                      ,cmp     ,9,2019-05-13
43759,3:19-cv-00382-bbc                       ,bbc,2019-05-13,,2020-10-22,550,2019-05-13,Prisoner Petitions,13,cmp                      ,1,cmp                      ,cmp     ,14,2019-05-13
43760,3:19-cv-00385-jdp                       ,jdp,2019-05-13,,2021-03-03,190,2019-05-13,Contract,5,cmp                      ,1,cmp                      ,cmp     ,6,2019-05-13
43761,3:19-cv-00381-wmc                       ,wmc,2019-05-13,,2021-07-07,440,2019-05-13,Civil Rights,5,cmp                      ,1,cmp                      ,cmp     ,6,2019-05-13
43764,3:19-cv-00386-wmc                       ,wmc,2019-05-13,,2019-06-24,550,2019-05-13,Prisoner Petitions,17,cmp                      ,1,cmp                      ,cmp     ,18,2019-05-13
43767,3:19-cv-00388-wmc                       ,wmc,2019-05-14,,2019-06-27,550,2019-05-14,Prisoner Petitions,19,cmp                      ,1,cmp                      ,cmp     ,20,2019-05-14
43778,3:19-cv-00397-wmc                       ,wmc,2019-05-15,,2020-03-10,550,2019-05-15,Prisoner Petitions,13,cmp                      ,1,cmp                      ,cmp     ,14,2019-05-15
43802,3:19-cv-00401-wmc                       ,wmc,2019-05-16,2023-01-03,,550,2023-01-03,Prisoner Petitions,14,cmp                      ,1,cmp                      ,cmp     ,15,2019-05-16
43806,3:19-cv-00403-bbc                       ,bbc,2019-05-17,,2020-07-31,550,2019-05-17,Prisoner Petitions,20,cmp                      ,1,cmp                      ,cmp     ,21,2019-05-17
