Case ID,Case Number,Judge,Date Filed,Date Reopened,Date Terminated,NOS,DateAgg,Group,DE SeqNum,de_type,DocNum,DP Type,DP SubType,DP SeqNum,Date Filed
45106,3:20-cv-00015-jdp                       ,jdp,2020-01-08,,2021-03-15,550,2020-01-08,Prisoner Petitions,49,cmp                      ,1,cmp                      ,cmp     ,50,2020-01-08
45126,3:20-cv-00021-wmc                       ,wmc,2020-01-09,,,550,2020-01-09,Prisoner Petitions,21,cmp                      ,1,cmp                      ,cmp     ,22,2020-01-09
45131,3:20-cv-00024-wmc                       ,wmc,2020-01-10,,2022-12-13,550,2020-01-10,Prisoner Petitions,12,cmp                      ,1,cmp                      ,cmp     ,13,2020-01-10
45138,3:20-cv-00028-bbc                       ,bbc,2020-01-13,,2021-06-08,550,2020-01-13,Prisoner Petitions,19,cmp                      ,1,cmp                      ,cmp     ,20,2020-01-13
45140,3:20-cv-00029-jdp                       ,jdp,2020-01-13,,2020-04-13,550,2020-01-13,Prisoner Petitions,13,cmp                      ,1,cmp                      ,cmp     ,14,2020-01-13
45144,3:20-cv-00033-jdp                       ,jdp,2020-01-14,2021-06-30,2022-04-28,550,2021-06-30,Prisoner Petitions,30,cmp                      ,1,cmp                      ,cmp     ,31,2020-01-14
45145,3:20-cv-00034-bbc                       ,bbc,2020-01-14,,2020-02-28,550,2020-01-14,Prisoner Petitions,14,cmp                      ,1,cmp                      ,cmp     ,15,2020-01-14
45161,3:20-cv-00047-wmc                       ,wmc,2020-01-16,,2020-11-18,440,2020-01-16,Civil Rights,14,cmp                      ,1,cmp                      ,cmp     ,15,2020-01-16
45162,3:20-cv-00048-jdp                       ,jdp,2020-01-16,,2021-05-12,555,2020-01-16,Prisoner Petitions,27,cmp                      ,1,cmp                      ,cmp     ,28,2020-01-16
45163,3:20-cv-00049-jdp                       ,jdp,2020-01-16,,2022-03-01,550,2020-01-16,Prisoner Petitions,11,cmp                      ,1,cmp                      ,cmp     ,12,2020-01-16
45164,3:20-cv-00050-jdp                       ,jdp,2020-01-16,,2022-04-25,555,2020-01-16,Prisoner Petitions,16,cmp                      ,1,cmp                      ,cmp     ,17,2020-01-16
45165,3:20-cv-00051-jdp                       ,jdp,2020-01-16,,2020-09-24,550,2020-01-16,Prisoner Petitions,15,cmp                      ,1,cmp                      ,cmp     ,16,2020-01-16
45166,3:20-cv-00052-bbc                       ,bbc,2020-01-17,,2020-02-26,550,2020-01-17,Prisoner Petitions,15,cmp                      ,1,cmp                      ,cmp     ,16,2020-01-17
45169,3:20-cv-00057-wmc                       ,wmc,2020-01-21,,2020-03-04,550,2020-01-21,Prisoner Petitions,13,cmp                      ,1,cmp                      ,cmp     ,14,2020-01-21
45170,3:20-cv-00055-slc                       ,slc,2020-01-21,,2023-02-09,550,2020-01-21,Prisoner Petitions,8,cmp                      ,1,cmp                      ,cmp     ,9,2020-01-21
45171,3:20-cv-00056-slc                       ,slc,2020-01-21,,2023-02-09,550,2020-01-21,Prisoner Petitions,32,cmp                      ,1,cmp                      ,cmp     ,33,2020-01-21
45173,3:20-cv-00059-wmc                       ,wmc,2020-01-21,,2020-11-18,440,2020-01-21,Civil Rights,12,cmp                      ,1,cmp                      ,cmp     ,13,2020-01-21
45185,3:20-cv-00069-wmc                       ,wmc,2020-01-23,,2021-11-23,550,2020-01-23,Prisoner Petitions,12,cmp                      ,1,cmp                      ,cmp     ,13,2020-01-23
45190,3:20-cv-00071-jdp                       ,jdp,2020-01-24,,2020-10-07,550,2020-01-24,Prisoner Petitions,18,cmp                      ,1,cmp                      ,cmp     ,19,2020-01-24
45195,3:20-cv-00074-wmc                       ,wmc,2020-01-27,,2020-06-01,480,2020-01-27,Other Statutes,4,cmp                      ,1,cmp                      ,cmp     ,6,2020-01-27
45198,3:20-cv-00077-wmc                       ,wmc,2020-01-27,,2020-11-18,440,2020-01-27,Civil Rights,13,cmp                      ,1,cmp                      ,cmp     ,14,2020-01-27
45199,3:20-cv-00078-wmc                       ,wmc,2020-01-27,,2022-04-08,362,2020-01-27,Torts/Personal Injury,13,cmp                      ,1,cmp                      ,cmp     ,14,2020-01-27
45207,3:20-cv-00083-jdp                       ,jdp,2020-01-27,,2021-10-04,550,2020-01-27,Prisoner Petitions,13,cmp                      ,1,cmp                      ,cmp     ,14,2020-01-27
45229,3:20-cv-00087-wmc                       ,wmc,2020-01-29,,2022-05-23,442,2020-01-29,Civil Rights,9,cmp                      ,1,cmp                      ,cmp     ,10,2020-01-29
45231,3:20-cv-00089-bbc                       ,bbc,2020-01-29,,2020-05-04,550,2020-01-29,Prisoner Petitions,30,cmp                      ,1,cmp                      ,cmp     ,31,2020-01-29
45237,3:20-cv-00091-jdp                       ,jdp,2020-01-29,,2020-04-30,550,2020-01-29,Prisoner Petitions,13,cmp                      ,1,cmp                      ,cmp     ,14,2020-01-29
45232,3:20-cv-00090-bbc                       ,bbc,2020-01-30,,2020-04-15,550,2020-01-30,Prisoner Petitions,17,cmp                      ,1,cmp                      ,cmp     ,18,2020-01-30
45234,3:20-cv-00093-bbc                       ,bbc,2020-01-30,,2020-04-07,440,2020-01-30,Civil Rights,11,cmp                      ,1,cmp                      ,cmp     ,12,2020-01-30
45243,3:20-cv-00096-bbc                       ,bbc,2020-01-31,,2020-02-25,550,2020-01-31,Prisoner Petitions,17,cmp                      ,1,cmp                      ,cmp     ,18,2020-01-31
45245,3:20-cv-00097-wmc                       ,wmc,2020-01-31,,2022-10-20,550,2020-01-31,Prisoner Petitions,10,cmp                      ,1,cmp                      ,cmp     ,11,2020-01-31
45265,3:20-cv-00104-jdp                       ,jdp,2020-02-05,,2020-05-11,550,2020-02-05,Prisoner Petitions,21,cmp                      ,1,cmp                      ,cmp     ,22,2020-02-05
45277,3:20-cv-00109-jdp                       ,jdp,2020-02-06,,2020-05-26,550,2020-02-06,Prisoner Petitions,14,cmp                      ,1,cmp                      ,cmp     ,15,2020-02-06
45285,3:20-cv-00110-wmc                       ,wmc,2020-02-06,,,550,2020-02-06,Prisoner Petitions,17,cmp                      ,1,cmp                      ,cmp     ,18,2020-02-06
45286,3:20-cv-00115-jdp                       ,jdp,2020-02-07,,2021-01-12,550,2020-02-07,Prisoner Petitions,13,cmp                      ,1,cmp                      ,cmp     ,14,2020-02-07
45288,3:20-cv-00116-wmc                       ,wmc,2020-02-07,,2020-03-25,550,2020-02-07,Prisoner Petitions,12,cmp                      ,1,cmp                      ,cmp     ,13,2020-02-07
45289,3:20-cv-00117-wmc                       ,wmc,2020-02-07,,2021-02-16,550,2020-02-07,Prisoner Petitions,25,cmp                      ,1,cmp                      ,cmp     ,26,2020-02-07
45292,3:20-cv-00119-wmc                       ,wmc,2020-02-10,,2021-06-28,550,2020-02-10,Prisoner Petitions,20,cmp                      ,1,cmp                      ,cmp     ,21,2020-02-10
45305,3:20-cv-00124-jdp                       ,jdp,2020-02-10,,2020-02-18,550,2020-02-10,Prisoner Petitions,25,cmp                      ,1,cmp                      ,cmp     ,26,2020-02-10
45306,3:20-cv-00125-jdp                       ,jdp,2020-02-10,,2020-02-21,550,2020-02-10,Prisoner Petitions,11,cmp                      ,1,cmp                      ,cmp     ,12,2020-02-10
45308,3:20-cv-00126-jdp                       ,jdp,2020-02-10,,2020-02-21,550,2020-02-10,Prisoner Petitions,16,cmp                      ,1,cmp                      ,cmp     ,17,2020-02-10
45309,3:20-cv-00127-jdp                       ,jdp,2020-02-10,,2020-02-21,550,2020-02-10,Prisoner Petitions,16,cmp                      ,1,cmp                      ,cmp     ,17,2020-02-10
45297,3:20-cv-00128-jdp                       ,jdp,2020-02-11,2020-05-07,2020-06-18,550,2020-05-07,Prisoner Petitions,9,cmp                      ,1,cmp                      ,cmp     ,10,2020-02-11
45313,3:20-cv-00134-slc                       ,slc,2020-02-12,,,550,2020-02-12,Prisoner Petitions,14,cmp                      ,1,cmp                      ,cmp     ,15,2020-02-12
45333,3:20-cv-00135-slc                       ,slc,2020-02-12,,2021-06-09,550,2020-02-12,Prisoner Petitions,24,cmp                      ,1,cmp                      ,cmp     ,25,2020-02-12
45341,3:20-cv-00137-wmc                       ,wmc,2020-02-14,,2020-04-01,550,2020-02-14,Prisoner Petitions,14,cmp                      ,1,cmp                      ,cmp     ,15,2020-02-14
45346,3:20-cv-00140-jdp                       ,jdp,2020-02-17,,2020-12-01,710,2020-02-17,Labor,7,cmp                      ,1,cmp                      ,cmp     ,9,2020-02-17
45348,3:20-cv-00142-jdp                       ,jdp,2020-02-18,,2021-01-12,550,2020-02-18,Prisoner Petitions,13,cmp                      ,1,cmp                      ,cmp     ,14,2020-02-18
45372,3:20-cv-00148-bbc                       ,bbc,2020-02-20,,2021-02-23,550,2020-02-20,Prisoner Petitions,11,cmp                      ,1,cmp                      ,cmp     ,12,2020-02-20
45375,3:20-cv-00158-jdp                       ,jdp,2020-02-21,,2020-03-30,550,2020-02-21,Prisoner Petitions,18,cmp                      ,1,cmp                      ,cmp     ,19,2020-02-21
45376,3:20-cv-00159-jdp                       ,jdp,2020-02-21,,2021-08-30,550,2020-02-21,Prisoner Petitions,20,cmp                      ,1,cmp                      ,cmp     ,21,2020-02-24
45378,3:20-cv-00161-jdp                       ,jdp,2020-02-21,,2020-03-09,550,2020-02-21,Prisoner Petitions,11,cmp                      ,1,cmp                      ,cmp     ,12,2020-02-24
45394,3:20-cv-00172-jdp                       ,jdp,2020-02-26,,2020-08-05,550,2020-02-26,Prisoner Petitions,10,cmp                      ,1,cmp                      ,cmp     ,11,2020-02-26
45404,3:20-cv-00175-wmc                       ,wmc,2020-02-27,,,442,2020-02-27,Civil Rights,14,cmp                      ,1,cmp                      ,cmp     ,15,2020-02-27
45405,3:20-cv-00180-wmc                       ,wmc,2020-02-27,,,550,2020-02-27,Prisoner Petitions,24,cmp                      ,1,cmp                      ,cmp     ,25,2020-02-28
45407,3:20-cv-00182-wmc                       ,wmc,2020-02-28,,,550,2020-02-28,Prisoner Petitions,18,cmp                      ,1,cmp                      ,cmp     ,19,2020-02-28
45411,3:20-cv-00184-wmc                       ,wmc,2020-03-02,,2021-04-23,550,2020-03-02,Prisoner Petitions,12,cmp                      ,1,cmp                      ,cmp     ,13,2020-03-02
45413,3:20-cv-00185-jdp                       ,jdp,2020-03-02,,2021-10-08,550,2020-03-02,Prisoner Petitions,23,cmp                      ,1,cmp                      ,cmp     ,24,2020-03-02
45414,3:20-cv-00187-jdp                       ,jdp,2020-03-02,2022-09-29,,550,2022-09-29,Prisoner Petitions,26,cmp                      ,1,cmp                      ,cmp     ,27,2020-03-02
45415,3:20-cv-00188-jdp                       ,jdp,2020-03-02,,2021-10-15,550,2020-03-02,Prisoner Petitions,20,cmp                      ,1,cmp                      ,cmp     ,21,2020-03-02
45418,3:20-cv-00157-wmc                       ,wmc,2020-03-03,,2020-07-29,820,2020-03-03,Property Rights,15,cmp                      ,1,cmp                      ,cmp     ,16,2020-03-03
45420,3:20-cv-00190-jdp                       ,jdp,2020-03-03,,2020-03-25,550,2020-03-03,Prisoner Petitions,15,cmp                      ,1,cmp                      ,cmp     ,16,2020-03-03
45425,3:20-cv-00193-jdp                       ,jdp,2020-03-03,2021-05-21,,560,2021-05-21,Prisoner Petitions,18,cmp                      ,1,cmp                      ,cmp     ,19,2020-03-03
45426,3:20-cv-00194-jdp                       ,jdp,2020-03-04,2021-07-15,,560,2021-07-15,Prisoner Petitions,28,cmp                      ,1,cmp                      ,cmp     ,29,2020-03-03
45430,3:20-cv-00196-wmc                       ,wmc,2020-03-04,,2023-02-10,550,2020-03-04,Prisoner Petitions,13,cmp                      ,1,cmp                      ,cmp     ,14,2020-03-04
45458,3:20-cv-00202-wmc                       ,wmc,2020-03-05,,2023-01-25,550,2020-03-05,Prisoner Petitions,8,cmp                      ,1,cmp                      ,cmp     ,9,2020-03-05
45459,3:20-cv-00201-bbc                       ,bbc,2020-03-05,,2021-03-23,550,2020-03-05,Prisoner Petitions,12,cmp                      ,1,cmp                      ,cmp     ,13,2020-03-05
45463,3:20-cv-00203-bbc                       ,bbc,2020-03-06,,2020-11-02,550,2020-03-06,Prisoner Petitions,15,cmp                      ,1,cmp                      ,cmp     ,16,2020-03-06
45466,3:20-cv-00199-jdp                       ,jdp,2020-03-06,,2021-07-23,550,2020-03-06,Prisoner Petitions,18,cmp                      ,2,cmp                      ,cmp     ,19,2020-03-06
45467,3:20-cv-00206-jdp                       ,jdp,2020-03-06,,2020-05-13,442,2020-03-06,Civil Rights,14,cmp                      ,1,cmp                      ,cmp     ,15,2020-03-06
45473,3:20-cv-00211-jdp                       ,jdp,2020-03-09,,2020-05-11,550,2020-03-09,Prisoner Petitions,16,cmp                      ,1,cmp                      ,cmp     ,17,2020-03-09
45474,3:20-cv-00213-bbc                       ,bbc,2020-03-09,,2020-04-01,550,2020-03-09,Prisoner Petitions,14,cmp                      ,1,cmp                      ,cmp     ,15,2020-03-09
45475,3:20-cv-00214-wmc                       ,wmc,2020-03-09,,2022-11-02,550,2020-03-09,Prisoner Petitions,6,cmp                      ,1,cmp                      ,cmp     ,7,2020-03-09
45481,3:20-cv-00209-jdp                       ,jdp,2020-03-09,,2020-03-24,550,2020-03-09,Prisoner Petitions,45,cmp                      ,2,cmp                      ,cmp     ,46,2020-03-09
45482,3:20-cv-00210-jdp                       ,jdp,2020-03-09,,2020-03-24,550,2020-03-09,Prisoner Petitions,27,cmp                      ,2,cmp                      ,cmp     ,28,2020-03-09
45480,3:20-cv-00219-wmc                       ,wmc,2020-03-10,,2021-01-11,550,2020-03-10,Prisoner Petitions,13,cmp                      ,1,cmp                      ,cmp     ,14,2020-03-10
45484,3:20-cv-00221-bbc                       ,bbc,2020-03-11,,2020-05-01,440,2020-03-11,Civil Rights,10,cmp                      ,1,cmp                      ,cmp     ,11,2020-03-11
45485,3:20-cv-00222-bbc                       ,bbc,2020-03-11,,2020-05-01,440,2020-03-11,Civil Rights,10,cmp                      ,1,cmp                      ,cmp     ,11,2020-03-11
45488,3:20-cv-00224-wmc                       ,wmc,2020-03-12,,2021-11-04,550,2020-03-12,Prisoner Petitions,14,cmp                      ,1,cmp                      ,cmp     ,15,2020-03-12
45492,3:20-cv-00227-wmc                       ,wmc,2020-03-12,,,550,2020-03-12,Prisoner Petitions,17,cmp                      ,1,cmp                      ,cmp     ,18,2020-03-12
45493,3:20-cv-00228-wmc                       ,wmc,2020-03-12,,2021-01-11,550,2020-03-12,Prisoner Petitions,17,cmp                      ,1,cmp                      ,cmp     ,18,2020-03-12
45494,3:20-cv-00229-jdp                       ,jdp,2020-03-12,,2021-08-11,550,2020-03-12,Prisoner Petitions,12,cmp                      ,1,cmp                      ,cmp     ,13,2020-03-12
45503,3:20-cv-00235-jdp                       ,jdp,2020-03-16,,2020-10-05,550,2020-03-16,Prisoner Petitions,16,cmp                      ,1,cmp                      ,cmp     ,17,2020-03-16
45507,3:20-cv-00236-wmc                       ,wmc,2020-03-16,,2022-03-10,550,2020-03-16,Prisoner Petitions,25,cmp                      ,1,cmp                      ,cmp     ,26,2020-03-16
45508,3:20-cv-00237-wmc                       ,wmc,2020-03-16,,2020-08-17,550,2020-03-16,Prisoner Petitions,14,cmp                      ,1,cmp                      ,cmp     ,15,2020-03-16
45509,3:20-cv-00238-bbc                       ,bbc,2020-03-16,,2020-11-09,550,2020-03-16,Prisoner Petitions,14,cmp                      ,1,cmp                      ,cmp     ,15,2020-03-16
45518,3:20-cv-00241-wmc                       ,wmc,2020-03-18,,2020-04-30,550,2020-03-18,Prisoner Petitions,13,cmp                      ,1,cmp                      ,cmp     ,14,2020-03-18
45519,3:20-cv-00242-wmc                       ,wmc,2020-03-18,,2022-01-24,442,2020-03-18,Civil Rights,4,cmp                      ,1,cmp                      ,cmp     ,5,2020-03-18
45530,3:20-cv-00244-jdp                       ,jdp,2020-03-18,,2020-04-29,440,2020-03-18,Civil Rights,11,cmp                      ,1,cmp                      ,cmp     ,12,2020-03-18
45523,3:20-cv-00248-jdp                       ,jdp,2020-03-18,,2020-05-20,550,2020-03-18,Prisoner Petitions,27,cmp                      ,1,cmp                      ,cmp     ,28,2020-03-18
45531,3:20-cv-00245-jdp                       ,jdp,2020-03-18,,2020-04-29,440,2020-03-18,Civil Rights,12,cmp                      ,1,cmp                      ,cmp     ,13,2020-03-18
45532,3:20-cv-00246-jdp                       ,jdp,2020-03-18,,2020-04-29,440,2020-03-18,Civil Rights,12,cmp                      ,1,cmp                      ,cmp     ,13,2020-03-18
45526,3:20-cv-00252-jdp                       ,jdp,2020-03-19,,2021-07-09,442,2020-03-19,Civil Rights,4,cmp                      ,1,cmp                      ,cmp     ,5,2020-03-19
45533,3:20-cv-00255-jdp                       ,jdp,2020-03-19,,2020-07-07,550,2020-03-19,Prisoner Petitions,15,cmp                      ,1,cmp                      ,cmp     ,16,2020-03-19
45539,3:20-cv-00259-wmc                       ,wmc,2020-03-20,,2020-12-01,442,2020-03-20,Civil Rights,7,cmp                      ,1,cmp                      ,cmp     ,8,2020-03-23
45540,3:20-cv-00260-wmc                       ,wmc,2020-03-20,,2022-12-21,550,2020-03-20,Prisoner Petitions,13,cmp                      ,1,cmp                      ,cmp     ,14,2020-03-20
45571,3:20-cv-00269-bbc                       ,bbc,2020-03-25,,2020-06-02,550,2020-03-25,Prisoner Petitions,17,cmp                      ,1,cmp                      ,cmp     ,18,2020-03-25
45573,3:20-cv-00274-bbc                       ,bbc,2020-03-25,,2020-05-08,550,2020-03-25,Prisoner Petitions,14,cmp                      ,1,cmp                      ,cmp     ,15,2020-03-25
45587,3:20-cv-00286-jdp                       ,jdp,2020-03-27,,2021-06-08,550,2020-03-27,Prisoner Petitions,15,cmp                      ,1,cmp                      ,cmp     ,16,2020-03-27
45590,3:20-cv-00288-wmc                       ,wmc,2020-03-27,,2020-09-18,550,2020-03-27,Prisoner Petitions,19,cmp                      ,1,cmp                      ,cmp     ,20,2020-03-27
45591,3:20-cv-00289-jdp                       ,jdp,2020-03-27,,2020-11-03,550,2020-03-27,Prisoner Petitions,21,cmp                      ,1,cmp                      ,cmp     ,22,2020-03-27
45608,3:20-cv-00302-jdp                       ,jdp,2020-03-31,,,550,2020-03-31,Prisoner Petitions,18,cmp                      ,1,cmp                      ,cmp     ,19,2020-03-31
45619,3:20-cv-00311-wmc                       ,wmc,2020-04-01,,2023-03-02,550,2020-04-01,Prisoner Petitions,15,cmp                      ,1,cmp                      ,cmp     ,16,2020-04-01
45625,3:20-cv-00317-jdp                       ,jdp,2020-04-02,,,550,2020-04-02,Prisoner Petitions,24,cmp                      ,1,cmp                      ,cmp     ,25,2020-04-02
45630,3:20-cv-00322-bbc                       ,bbc,2020-04-03,,2020-05-11,550,2020-04-03,Prisoner Petitions,10,cmp                      ,1,cmp                      ,cmp     ,11,2020-04-02
45632,3:20-cv-00324-wmc                       ,wmc,2020-04-03,,2021-04-20,440,2020-04-03,Civil Rights,14,cmp                      ,1,cmp                      ,cmp     ,15,2020-04-03
45641,3:20-cv-00328-jdp                       ,jdp,2020-04-06,,2020-12-15,550,2020-04-06,Prisoner Petitions,30,cmp                      ,1,cmp                      ,cmp     ,31,2020-04-06
45643,3:20-cv-00299-wmc                       ,wmc,2020-04-06,2021-11-17,2021-11-17,365,2021-11-17,Torts/Personal Injury,16,cmp                      ,1,cmp                      ,cmp     ,17,2020-04-06
45660,3:20-cv-00337-wmc                       ,wmc,2020-04-09,,2022-09-13,560,2020-04-09,Prisoner Petitions,19,cmp                      ,1,cmp                      ,cmp     ,20,2020-04-09
45662,3:20-cv-00339-jdp                       ,jdp,2020-04-10,,2022-01-25,550,2020-04-10,Prisoner Petitions,11,cmp                      ,1,cmp                      ,cmp     ,12,2019-11-27
45676,3:20-cv-00342-wmc                       ,wmc,2020-04-13,,2023-01-03,550,2020-04-13,Prisoner Petitions,16,cmp                      ,1,cmp                      ,cmp     ,17,2020-04-13
45683,3:20-cv-00347-wmc                       ,wmc,2020-04-13,,2020-11-06,190,2020-04-13,Contract,10,cmp                      ,1,cmp                      ,cmp     ,11,2020-04-13
45690,3:20-cv-00351-jdp                       ,jdp,2020-04-16,,2020-05-19,550,2020-04-16,Prisoner Petitions,17,cmp                      ,1,cmp                      ,cmp     ,18,2020-04-16
45694,3:20-cv-00353-jdp                       ,jdp,2020-04-17,,2020-04-29,440,2020-04-17,Civil Rights,10,cmp                      ,1,cmp                      ,cmp     ,11,2020-04-17
45703,3:20-cv-00360-bbc                       ,bbc,2020-04-20,2021-09-07,2022-06-15,550,2021-09-07,Prisoner Petitions,16,cmp                      ,1,cmp                      ,cmp     ,17,2020-04-20
45707,3:20-cv-00361-bbc                       ,bbc,2020-04-20,,2020-06-19,560,2020-04-20,Prisoner Petitions,12,cmp                      ,1,cmp                      ,cmp     ,13,2020-04-20
45708,3:20-cv-00362-jdp                       ,jdp,2020-04-21,,2020-04-29,440,2020-04-21,Civil Rights,13,cmp                      ,1,cmp                      ,cmp     ,14,2020-04-20
45709,3:20-cv-00363-jdp                       ,jdp,2020-04-21,,2020-04-29,440,2020-04-21,Civil Rights,13,cmp                      ,1,cmp                      ,cmp     ,14,2020-04-20
45711,3:20-cv-00367-jdp                       ,jdp,2020-04-21,,2022-03-09,550,2020-04-21,Prisoner Petitions,18,cmp                      ,1,cmp                      ,cmp     ,19,2020-04-21
45715,3:20-cv-00370-wmc                       ,wmc,2020-04-22,,2020-08-10,442,2020-04-22,Civil Rights,12,cmp                      ,1,cmp                      ,cmp     ,13,2020-04-22
45716,3:20-cv-00371-jdp                       ,jdp,2020-04-22,,2020-04-29,440,2020-04-22,Civil Rights,11,cmp                      ,1,cmp                      ,cmp     ,12,2020-04-22
45722,3:20-cv-00359-bbc                       ,bbc,2020-04-23,,2021-09-30,550,2020-04-23,Prisoner Petitions,48,cmp                      ,1,cmp                      ,cmp     ,49,2020-04-22
45723,3:19-cv-00866-jdp                       ,jdp,2020-04-23,,2022-07-19,550,2020-04-23,Prisoner Petitions,16,cmp                      ,1,cmp                      ,cmp     ,17,2019-10-21
45727,3:20-cv-00377-wmc                       ,wmc,2020-04-23,,2023-01-20,550,2020-04-23,Prisoner Petitions,11,cmp                      ,1,cmp                      ,cmp     ,12,2020-04-23
45744,3:20-cv-00388-bbc                       ,bbc,2020-04-27,,2020-06-30,550,2020-04-27,Prisoner Petitions,19,cmp                      ,1,cmp                      ,cmp     ,20,2020-04-27
45747,3:20-cv-00391-wmc                       ,wmc,2020-04-27,,2022-11-23,550,2020-04-27,Prisoner Petitions,23,cmp                      ,7,cmp                      ,cmp     ,25,2020-05-06
45748,3:20-cv-00387-wmc                       ,wmc,2020-04-27,,2020-06-11,550,2020-04-27,Prisoner Petitions,11,cmp                      ,1,cmp                      ,cmp     ,12,2020-04-27
45749,3:20-cv-00389-bbc                       ,bbc,2020-04-27,,2020-06-22,550,2020-04-27,Prisoner Petitions,12,cmp                      ,1,cmp                      ,cmp     ,13,2020-04-27
45750,3:20-cv-00393-wmc                       ,wmc,2020-04-27,,,550,2020-04-27,Prisoner Petitions,15,cmp                      ,1,cmp                      ,cmp     ,16,2020-04-27
45779,3:20-cv-00400-wmc                       ,wmc,2020-04-29,,2023-02-06,550,2020-04-29,Prisoner Petitions,17,cmp                      ,1,cmp                      ,cmp     ,18,2020-04-29
45782,3:20-cv-00403-bbc                       ,bbc,2020-04-29,,2020-06-04,550,2020-04-29,Prisoner Petitions,15,cmp                      ,1,cmp                      ,cmp     ,16,2020-04-29
45783,3:20-cv-00404-bbc                       ,bbc,2020-04-29,,2020-05-28,440,2020-04-29,Civil Rights,12,cmp                      ,1,cmp                      ,cmp     ,13,2020-04-29
45799,3:20-cv-00415-bbc                       ,bbc,2020-05-01,,2021-11-10,550,2020-05-01,Prisoner Petitions,14,cmp                      ,1,cmp                      ,cmp     ,15,2020-05-01
45800,3:20-cv-00416-wmc                       ,wmc,2020-05-01,,2023-03-09,550,2020-05-01,Prisoner Petitions,17,cmp                      ,1,cmp                      ,cmp     ,18,2020-05-01
45808,3:20-cv-00422-bbc                       ,bbc,2020-05-04,,2020-06-02,550,2020-05-04,Prisoner Petitions,17,cmp                      ,1,cmp                      ,cmp     ,18,2020-05-04
45812,3:20-cv-00426-wmc                       ,wmc,2020-05-06,,2023-03-13,550,2020-05-06,Prisoner Petitions,17,cmp                      ,1,cmp                      ,cmp     ,18,2020-05-06
45815,3:20-cv-00429-bbc                       ,bbc,2020-05-06,,2021-09-29,440,2020-05-06,Civil Rights,9,cmp                      ,1,cmp                      ,cmp     ,10,2020-05-06
45822,3:20-cv-00434-slc                       ,slc,2020-05-07,,2022-07-29,550,2020-05-07,Prisoner Petitions,17,cmp                      ,1,cmp                      ,cmp     ,18,2020-05-07
45828,3:20-cv-00436-jdp                       ,jdp,2020-05-07,,2021-07-01,550,2020-05-07,Prisoner Petitions,17,cmp                      ,1,cmp                      ,cmp     ,18,2020-05-07
45829,3:20-cv-00437-wmc                       ,wmc,2020-05-08,,2021-03-16,550,2020-05-08,Prisoner Petitions,14,cmp                      ,1,cmp                      ,cmp     ,15,2020-05-08
45835,3:20-cv-00441-wmc                       ,wmc,2020-05-11,,2022-12-19,550,2020-05-11,Prisoner Petitions,21,cmp                      ,1,cmp                      ,cmp     ,22,2020-05-11
45848,3:20-cv-00451-wmc                       ,wmc,2020-05-14,,,550,2020-05-14,Prisoner Petitions,16,cmp                      ,1,cmp                      ,cmp     ,17,2020-05-14
45865,3:20-cv-00460-jdp                       ,jdp,2020-05-18,,2020-06-18,550,2020-05-18,Prisoner Petitions,14,cmp                      ,1,cmp                      ,cmp     ,15,2020-05-18
45867,3:20-cv-00462-jdp                       ,jdp,2020-05-18,,2020-05-28,550,2020-05-18,Prisoner Petitions,13,cmp                      ,1,cmp                      ,cmp     ,14,2020-05-18
45868,3:20-cv-00463-wmc                       ,wmc,2020-05-18,,2021-05-14,440,2020-05-18,Civil Rights,14,cmp                      ,1,cmp                      ,cmp     ,15,2020-05-18
45879,3:20-cv-00470-bbc                       ,bbc,2020-05-19,,2020-07-28,440,2020-05-19,Civil Rights,11,cmp                      ,1,cmp                      ,cmp     ,12,2020-05-19
45882,3:20-cv-00473-jdp                       ,jdp,2020-05-21,,2022-03-04,550,2020-05-21,Prisoner Petitions,13,cmp                      ,1,cmp                      ,cmp     ,14,2020-05-21
45905,3:20-cv-00484-jdp                       ,jdp,2020-05-26,,2020-07-06,550,2020-05-26,Prisoner Petitions,12,cmp                      ,1,cmp                      ,cmp     ,13,2020-05-26
45907,3:20-cv-00485-wmc                       ,wmc,2020-05-26,,2021-03-12,440,2020-05-26,Civil Rights,17,cmp                      ,1,cmp                      ,cmp     ,18,2020-05-26
45908,3:20-cv-00487-wmc                       ,wmc,2020-05-26,,2022-07-14,550,2020-05-26,Prisoner Petitions,15,cmp                      ,1,cmp                      ,cmp     ,16,2020-05-26
45914,3:20-cv-00488-slc                       ,slc,2020-05-26,,2021-11-18,550,2020-05-26,Prisoner Petitions,17,cmp                      ,1,cmp                      ,cmp     ,18,2020-05-26
45933,3:20-cv-00492-wmc                       ,wmc,2020-05-28,,2020-12-11,440,2020-05-28,Civil Rights,10,cmp                      ,1,cmp                      ,cmp     ,11,2020-05-28
45939,3:20-cv-00493-wmc                       ,wmc,2020-05-28,,2021-06-03,440,2020-05-28,Civil Rights,11,cmp                      ,1,cmp                      ,cmp     ,12,2020-05-28
45941,3:20-cv-00494-jdp                       ,jdp,2020-05-28,,2020-05-29,862,2020-05-28,Social Security,11,cmp                      ,1,cmp                      ,cmp     ,12,2020-05-28
45943,3:20-cv-00496-jdp                       ,jdp,2020-05-28,,2021-12-20,550,2020-05-28,Prisoner Petitions,22,cmp                      ,1,cmp                      ,cmp     ,23,2020-05-28
